Year,Country / territory of asylum/residence,Origin,Population type,Value
2013,Australia,Chad,Asylum-seekers,1
2013,Australia,Chad,Refugees (incl. refugee-like situations),3
2013,Australia,Togo,Asylum-seekers,2
2013,Australia,Togo,Refugees (incl. refugee-like situations),3
2013,Australia,Thailand,Asylum-seekers,16
2013,Australia,Thailand,Refugees (incl. refugee-like situations),16
2013,Australia,Tibetan,Asylum-seekers,5
2013,Australia,Tibetan,Refugees (incl. refugee-like situations),7
2013,Australia,Tajikistan,Asylum-seekers,1
2013,Australia,Tajikistan,Refugees (incl. refugee-like situations),1
2013,Australia,Turkmenistan,Refugees (incl. refugee-like situations),2
2013,Australia,Timor-Leste,Asylum-seekers,3
2013,Australia,Timor-Leste,Refugees (incl. refugee-like situations),8
2013,Australia,Tonga,Asylum-seekers,61
2013,Australia,Tonga,Refugees (incl. refugee-like situations),16
2013,Australia,Tunisia,Asylum-seekers,2
2013,Australia,Tunisia,Refugees (incl. refugee-like situations),6
2013,Australia,Turkey,Asylum-seekers,133
2013,Australia,Turkey,Refugees (incl. refugee-like situations),349
2013,Australia,Tuvalu,Asylum-seekers,1
2013,Australia,United Rep. of Tanzania,Asylum-seekers,7
2013,Australia,United Rep. of Tanzania,Refugees (incl. refugee-like situations),9
2013,Australia,Uganda,Asylum-seekers,11
2013,Australia,Uganda,Refugees (incl. refugee-like situations),48
2013,Australia,Ukraine,Asylum-seekers,12
2013,Australia,Ukraine,Refugees (incl. refugee-like situations),20
2013,Australia,Uruguay,Asylum-seekers,0
2013,Australia,United States of America,Asylum-seekers,9
2013,Australia,United States of America,Refugees (incl. refugee-like situations),8
2013,Australia,Uzbekistan,Asylum-seekers,4
2013,Australia,Uzbekistan,Refugees (incl. refugee-like situations),29
2013,Australia,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),9
2013,Australia,Viet Nam,Asylum-seekers,102
2013,Australia,Viet Nam,Refugees (incl. refugee-like situations),90
2013,Australia,Vanuatu,Asylum-seekers,0
2013,Australia,Vanuatu,Refugees (incl. refugee-like situations),1
2013,Australia,Samoa,Asylum-seekers,0
2013,Australia,Samoa,Refugees (incl. refugee-like situations),1
2013,Australia,Stateless,Asylum-seekers,457
2013,Australia,Stateless,Refugees (incl. refugee-like situations),1689
2013,Australia,Various/Unknown,Asylum-seekers,78
2013,Australia,Various/Unknown,Refugees (incl. refugee-like situations),177
2013,Australia,Yemen,Asylum-seekers,10
2013,Australia,Yemen,Refugees (incl. refugee-like situations),6
2013,Australia,South Africa,Asylum-seekers,21
2013,Australia,South Africa,Refugees (incl. refugee-like situations),32
2013,Australia,Zambia,Asylum-seekers,12
2013,Australia,Zambia,Refugees (incl. refugee-like situations),6
2013,Australia,Zimbabwe,Asylum-seekers,100
2013,Australia,Zimbabwe,Refugees (incl. refugee-like situations),991
2013,Austria,Afghanistan,Asylum-seekers,6248
2013,Austria,Afghanistan,Refugees (incl. refugee-like situations),11906
2013,Austria,Angola,Asylum-seekers,15
2013,Austria,Angola,Refugees (incl. refugee-like situations),157
2013,Austria,Albania,Asylum-seekers,118
2013,Austria,Albania,Refugees (incl. refugee-like situations),125
2013,Austria,Armenia,Asylum-seekers,471
2013,Austria,Armenia,Refugees (incl. refugee-like situations),998
2013,Austria,Australia,Asylum-seekers,2
2013,Austria,Azerbaijan,Asylum-seekers,132
2013,Austria,Azerbaijan,Refugees (incl. refugee-like situations),425
2013,Austria,Burundi,Asylum-seekers,4
2013,Austria,Burundi,Refugees (incl. refugee-like situations),21
2013,Austria,Benin,Asylum-seekers,10
2013,Austria,Benin,Refugees (incl. refugee-like situations),5
2013,Austria,Burkina Faso,Asylum-seekers,8
2013,Austria,Burkina Faso,Refugees (incl. refugee-like situations),11
2013,Austria,Bangladesh,Asylum-seekers,429
2013,Austria,Bangladesh,Refugees (incl. refugee-like situations),126
2013,Austria,Bulgaria,Asylum-seekers,5
2013,Austria,Bulgaria,Refugees (incl. refugee-like situations),5
2013,Austria,Bosnia and Herzegovina,Asylum-seekers,151
2013,Austria,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),210
2013,Austria,Belarus,Asylum-seekers,28
2013,Austria,Belarus,Refugees (incl. refugee-like situations),111
2013,Austria,Bolivia (Plurinational State of),Asylum-seekers,3
2013,Austria,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),10
2013,Austria,Brazil,Asylum-seekers,1
2013,Austria,Brazil,Refugees (incl. refugee-like situations),1
2013,Austria,Bhutan,Asylum-seekers,1
2013,Austria,Bhutan,Refugees (incl. refugee-like situations),2
2013,Austria,Canada,Refugees (incl. refugee-like situations),1
2013,Austria,China,Asylum-seekers,365
2013,Austria,China,Refugees (incl. refugee-like situations),388
2013,Austria,Côte d'Ivoire,Asylum-seekers,38
2013,Austria,Côte d'Ivoire,Refugees (incl. refugee-like situations),60
2013,Austria,Cameroon,Asylum-seekers,78
2013,Austria,Cameroon,Refugees (incl. refugee-like situations),235
2013,Austria,Dem. Rep. of the Congo,Asylum-seekers,121
2013,Austria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),448
2013,Austria,Congo,Asylum-seekers,18
2013,Austria,Congo,Refugees (incl. refugee-like situations),122
2013,Austria,Colombia,Asylum-seekers,5
2013,Austria,Colombia,Refugees (incl. refugee-like situations),19
2013,Austria,Comoros,Asylum-seekers,2
2013,Austria,Cuba,Asylum-seekers,18
2013,Austria,Cuba,Refugees (incl. refugee-like situations),24
2013,Austria,Czech Rep.,Asylum-seekers,0
2013,Austria,Czech Rep.,Refugees (incl. refugee-like situations),1
2013,Austria,Germany,Asylum-seekers,1
2013,Austria,Djibouti,Asylum-seekers,2
2013,Austria,Algeria,Asylum-seekers,318
2013,Austria,Algeria,Refugees (incl. refugee-like situations),51
2013,Austria,Egypt,Asylum-seekers,247
2013,Austria,Egypt,Refugees (incl. refugee-like situations),96
2013,Austria,Eritrea,Asylum-seekers,54
2013,Austria,Eritrea,Refugees (incl. refugee-like situations),101
2013,Austria,Western Sahara,Asylum-seekers,2
2013,Austria,Estonia,Refugees (incl. refugee-like situations),3
2013,Austria,Ethiopia,Asylum-seekers,54
2013,Austria,Ethiopia,Refugees (incl. refugee-like situations),136
2013,Austria,Gabon,Asylum-seekers,8
2013,Austria,Georgia,Asylum-seekers,322
2013,Austria,Georgia,Refugees (incl. refugee-like situations),788
2013,Austria,Ghana,Asylum-seekers,34
2013,Austria,Ghana,Refugees (incl. refugee-like situations),39
2013,Austria,Guinea,Asylum-seekers,97
2013,Austria,Guinea,Refugees (incl. refugee-like situations),86
2013,Austria,Gambia,Asylum-seekers,108
2013,Austria,Gambia,Refugees (incl. refugee-like situations),101
2013,Austria,Guinea-Bissau,Asylum-seekers,20
2013,Austria,Guinea-Bissau,Refugees (incl. refugee-like situations),4
2013,Austria,Equatorial Guinea,Asylum-seekers,2
2013,Austria,Equatorial Guinea,Refugees (incl. refugee-like situations),1
2013,Austria,Guatemala,Asylum-seekers,1
2013,Austria,Guatemala,Refugees (incl. refugee-like situations),6
2013,Austria,Honduras,Asylum-seekers,1
2013,Austria,Croatia,Asylum-seekers,3
2013,Austria,Croatia,Refugees (incl. refugee-like situations),9
2013,Austria,Hungary,Asylum-seekers,1
2013,Austria,India,Asylum-seekers,442
2013,Austria,India,Refugees (incl. refugee-like situations),53
2013,Austria,Iran (Islamic Rep. of),Asylum-seekers,687
2013,Austria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),3188
2013,Austria,Iraq,Asylum-seekers,699
2013,Austria,Iraq,Refugees (incl. refugee-like situations),2966
2013,Austria,Israel,Asylum-seekers,18
2013,Austria,Israel,Refugees (incl. refugee-like situations),2
2013,Austria,Italy,Asylum-seekers,0
2013,Austria,Jamaica,Asylum-seekers,1
2013,Austria,Jordan,Asylum-seekers,33
2013,Austria,Jordan,Refugees (incl. refugee-like situations),13
2013,Austria,Kazakhstan,Asylum-seekers,81
2013,Austria,Kazakhstan,Refugees (incl. refugee-like situations),49
2013,Austria,Kenya,Asylum-seekers,36
2013,Austria,Kenya,Refugees (incl. refugee-like situations),27
2013,Austria,Kyrgyzstan,Asylum-seekers,97
2013,Austria,Kyrgyzstan,Refugees (incl. refugee-like situations),272
2013,Austria,Cambodia,Refugees (incl. refugee-like situations),1
2013,Austria,Rep. of Korea,Asylum-seekers,1
2013,Austria,Rep. of Korea,Refugees (incl. refugee-like situations),2
2013,Austria,Kuwait,Refugees (incl. refugee-like situations),2
2013,Austria,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),1
2013,Austria,Lebanon,Asylum-seekers,45
2013,Austria,Lebanon,Refugees (incl. refugee-like situations),50
2013,Austria,Liberia,Asylum-seekers,36
2013,Austria,Liberia,Refugees (incl. refugee-like situations),26
2013,Austria,Libya,Asylum-seekers,23
2013,Austria,Libya,Refugees (incl. refugee-like situations),6
2013,Austria,Sri Lanka,Asylum-seekers,44
2013,Austria,Sri Lanka,Refugees (incl. refugee-like situations),32
2013,Austria,Lithuania,Asylum-seekers,1
2013,Austria,Latvia,Asylum-seekers,2
2013,Austria,Latvia,Refugees (incl. refugee-like situations),2
2013,Austria,Morocco,Asylum-seekers,216
2013,Austria,Morocco,Refugees (incl. refugee-like situations),15
2013,Austria,Rep. of Moldova,Asylum-seekers,68
2013,Austria,Rep. of Moldova,Refugees (incl. refugee-like situations),147
2013,Austria,Madagascar,Refugees (incl. refugee-like situations),5
2013,Austria,Mexico,Refugees (incl. refugee-like situations),1
2013,Austria,The former Yugoslav Republic of Macedonia,Asylum-seekers,162
2013,Austria,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),161
2013,Austria,Mali,Asylum-seekers,35
2013,Austria,Mali,Refugees (incl. refugee-like situations),11
2013,Austria,Myanmar,Asylum-seekers,11
2013,Austria,Myanmar,Refugees (incl. refugee-like situations),26
2013,Austria,Montenegro,Asylum-seekers,11
2013,Austria,Montenegro,Refugees (incl. refugee-like situations),13
2013,Austria,Mongolia,Asylum-seekers,246
2013,Austria,Mongolia,Refugees (incl. refugee-like situations),183
2013,Austria,Mauritania,Asylum-seekers,9
2013,Austria,Mauritania,Refugees (incl. refugee-like situations),7
2013,Austria,Mauritius,Asylum-seekers,1
2013,Austria,Mauritius,Refugees (incl. refugee-like situations),2
2013,Austria,Niger,Asylum-seekers,10
2013,Austria,Niger,Refugees (incl. refugee-like situations),1
2013,Austria,Nigeria,Asylum-seekers,837
2013,Austria,Nigeria,Refugees (incl. refugee-like situations),346
2013,Austria,Nicaragua,Asylum-seekers,2
2013,Austria,Netherlands,Asylum-seekers,0
2013,Austria,Nepal,Asylum-seekers,63
2013,Austria,Nepal,Refugees (incl. refugee-like situations),41
2013,Austria,Pakistan,Asylum-seekers,654
2013,Austria,Pakistan,Refugees (incl. refugee-like situations),131
2013,Austria,Peru,Asylum-seekers,1
2013,Austria,Peru,Refugees (incl. refugee-like situations),2
2013,Austria,Philippines,Asylum-seekers,4
2013,Austria,Philippines,Refugees (incl. refugee-like situations),9
2013,Austria,Palau,Asylum-seekers,3
2013,Austria,Poland,Asylum-seekers,1
2013,Austria,Qatar,Asylum-seekers,1
2013,Austria,Romania,Asylum-seekers,33
2013,Austria,Romania,Refugees (incl. refugee-like situations),36
2013,Austria,Russian Federation,Asylum-seekers,3250
2013,Austria,Russian Federation,Refugees (incl. refugee-like situations),19577
2013,Austria,Rwanda,Asylum-seekers,12
2013,Austria,Rwanda,Refugees (incl. refugee-like situations),28
2013,Austria,Saudi Arabia,Asylum-seekers,0
2013,Austria,Sudan,Asylum-seekers,98
2013,Austria,Sudan,Refugees (incl. refugee-like situations),265
2013,Austria,Senegal,Asylum-seekers,43
2013,Austria,Senegal,Refugees (incl. refugee-like situations),7
2013,Austria,Singapore,Asylum-seekers,0
2013,Austria,Sierra Leone,Asylum-seekers,37
2013,Austria,Sierra Leone,Refugees (incl. refugee-like situations),32
2013,Austria,El Salvador,Asylum-seekers,0
2013,Austria,Somalia,Asylum-seekers,812
2013,Austria,Somalia,Refugees (incl. refugee-like situations),2278
2013,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,952
2013,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),3075
2013,Austria,South Sudan,Asylum-seekers,19
2013,Austria,South Sudan,Refugees (incl. refugee-like situations),3
2013,Austria,Suriname,Asylum-seekers,0
2013,Austria,Slovakia,Asylum-seekers,1
2013,Austria,Slovakia,Refugees (incl. refugee-like situations),2
2013,Austria,Slovenia,Asylum-seekers,0
2013,Austria,Syrian Arab Rep.,Asylum-seekers,1561
2013,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2748
2013,Austria,Chad,Asylum-seekers,6
2013,Austria,Chad,Refugees (incl. refugee-like situations),1
2013,Austria,Togo,Asylum-seekers,8
2013,Austria,Togo,Refugees (incl. refugee-like situations),26
2013,Austria,Thailand,Asylum-seekers,2
2013,Austria,Tajikistan,Asylum-seekers,114
2013,Austria,Tajikistan,Refugees (incl. refugee-like situations),70
2013,Austria,Turkmenistan,Asylum-seekers,3
2013,Austria,Turkmenistan,Refugees (incl. refugee-like situations),8
2013,Austria,Timor-Leste,Asylum-seekers,4
2013,Austria,Tunisia,Asylum-seekers,104
2013,Austria,Tunisia,Refugees (incl. refugee-like situations),8
2013,Austria,Turkey,Asylum-seekers,415
2013,Austria,Turkey,Refugees (incl. refugee-like situations),1276
2013,Austria,United Rep. of Tanzania,Asylum-seekers,6
2013,Austria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),2
2013,Austria,Uganda,Asylum-seekers,21
2013,Austria,Uganda,Refugees (incl. refugee-like situations),18
2013,Austria,Ukraine,Asylum-seekers,125
2013,Austria,Ukraine,Refugees (incl. refugee-like situations),311
2013,Austria,United States of America,Asylum-seekers,0
2013,Austria,United States of America,Refugees (incl. refugee-like situations),1
2013,Austria,Uzbekistan,Asylum-seekers,53
2013,Austria,Uzbekistan,Refugees (incl. refugee-like situations),142
2013,Austria,Venezuela (Bolivarian Republic of),Asylum-seekers,0
2013,Austria,Viet Nam,Asylum-seekers,9
2013,Austria,Viet Nam,Refugees (incl. refugee-like situations),38
2013,Austria,Stateless,Asylum-seekers,301
2013,Austria,Stateless,Refugees (incl. refugee-like situations),658
2013,Austria,Various/Unknown,Asylum-seekers,613
2013,Austria,Various/Unknown,Refugees (incl. refugee-like situations),321
2013,Austria,Yemen,Asylum-seekers,4
2013,Austria,Yemen,Refugees (incl. refugee-like situations),14
2013,Austria,South Africa,Asylum-seekers,3
2013,Austria,South Africa,Refugees (incl. refugee-like situations),5
2013,Austria,Zambia,Asylum-seekers,3
2013,Austria,Zimbabwe,Asylum-seekers,6
2013,Austria,Zimbabwe,Refugees (incl. refugee-like situations),23
2013,Azerbaijan,Afghanistan,Asylum-seekers,164
2013,Azerbaijan,Afghanistan,Refugees (incl. refugee-like situations),603
2013,Azerbaijan,United Arab Emirates,Asylum-seekers,0
2013,Azerbaijan,United Arab Emirates,Refugees (incl. refugee-like situations),1
2013,Azerbaijan,Armenia,Refugees (incl. refugee-like situations),5
2013,Azerbaijan,Bangladesh,Asylum-seekers,0
2013,Azerbaijan,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1
2013,Azerbaijan,Algeria,Asylum-seekers,0
2013,Azerbaijan,Georgia,Asylum-seekers,2
2013,Azerbaijan,Guinea,Asylum-seekers,0
2013,Azerbaijan,Iran (Islamic Rep. of),Asylum-seekers,5
2013,Azerbaijan,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),77
2013,Azerbaijan,Iraq,Asylum-seekers,12
2013,Azerbaijan,Iraq,Refugees (incl. refugee-like situations),9
2013,Azerbaijan,Cambodia,Refugees (incl. refugee-like situations),1
2013,Azerbaijan,Rep. of Moldova,Asylum-seekers,4
2013,Azerbaijan,Pakistan,Asylum-seekers,38
2013,Azerbaijan,Pakistan,Refugees (incl. refugee-like situations),9
2013,Azerbaijan,Palestinian,Asylum-seekers,0
2013,Azerbaijan,Palestinian,Refugees (incl. refugee-like situations),8
2013,Azerbaijan,Russian Federation,Asylum-seekers,44
2013,Azerbaijan,Russian Federation,Refugees (incl. refugee-like situations),657
2013,Azerbaijan,Syrian Arab Rep.,Asylum-seekers,6
2013,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2013,Azerbaijan,Turkey,Asylum-seekers,1
2013,Azerbaijan,Yemen,Asylum-seekers,2
2013,Burundi,Angola,Asylum-seekers,9
2013,Burundi,Central African Rep.,Asylum-seekers,0
2013,Burundi,Dem. Rep. of the Congo,Asylum-seekers,5699
2013,Burundi,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),45124
2013,Burundi,Comoros,Asylum-seekers,4
2013,Burundi,Ethiopia,Asylum-seekers,1
2013,Burundi,Mali,Asylum-seekers,4
2013,Burundi,Mali,Refugees (incl. refugee-like situations),1
2013,Burundi,Pakistan,Asylum-seekers,1
2013,Burundi,Rwanda,Asylum-seekers,323
2013,Burundi,Rwanda,Refugees (incl. refugee-like situations),346
2013,Burundi,Sudan,Asylum-seekers,0
2013,Burundi,Sudan,Refugees (incl. refugee-like situations),1
2013,Burundi,Somalia,Asylum-seekers,4
2013,Burundi,Somalia,Refugees (incl. refugee-like situations),17
2013,Burundi,Uganda,Asylum-seekers,0
2013,Burundi,Zambia,Refugees (incl. refugee-like situations),1
2013,Belgium,Afghanistan,Asylum-seekers,580
2013,Belgium,Afghanistan,Refugees (incl. refugee-like situations),4328
2013,Belgium,Angola,Asylum-seekers,102
2013,Belgium,Angola,Refugees (incl. refugee-like situations),67
2013,Belgium,Albania,Asylum-seekers,41
2013,Belgium,Albania,Refugees (incl. refugee-like situations),398
2013,Belgium,United Arab Emirates,Asylum-seekers,3
2013,Belgium,Argentina,Asylum-seekers,0
2013,Belgium,Argentina,Refugees (incl. refugee-like situations),3
2013,Belgium,Armenia,Asylum-seekers,111
2013,Belgium,Armenia,Refugees (incl. refugee-like situations),129
2013,Belgium,Australia,Asylum-seekers,0
2013,Belgium,Austria,Refugees (incl. refugee-like situations),1
2013,Belgium,Azerbaijan,Asylum-seekers,68
2013,Belgium,Azerbaijan,Refugees (incl. refugee-like situations),36
2013,Belgium,Burundi,Asylum-seekers,85
2013,Belgium,Burundi,Refugees (incl. refugee-like situations),309
2013,Belgium,Belgium,Asylum-seekers,0
2013,Belgium,Benin,Asylum-seekers,82
2013,Belgium,Benin,Refugees (incl. refugee-like situations),22
2013,Belgium,Burkina Faso,Asylum-seekers,36
2013,Belgium,Burkina Faso,Refugees (incl. refugee-like situations),52
